,reference_code,reference_index,code,candle_dir,candle_len,sma_len,sma_dir,std_ratio_thres,atr_len,tp_multiplier,sl_multiplier,cycle,2024,2025,2026,holding_period_day,total_commission,net_profit,return_on_capital,annualized_return,annualized_std,annualized_sr,mdd_dollar,mdd_pct,num_of_trade,win_rate,loss_rate,net_profit_to_mdd,cov_count,cov_return,2024_win_rate,2024_return,2025_win_rate,2025_return,2026_win_rate,2026_return,risk_free_rate,bah_return,bah_annualized_return,bah_annualized_std,bah_annualized_sr,bah_mdd_dollar,bah_mdd_pct,return_to_bah
2960,28151228,2834,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.0,14,5,2.0,20,17,16,4,796,1366.6562378278184,3236.5983390385845,32.37,13.72,43.69,0.22,14570.859680056023,53.215263328513515,37,45.95,54.05,0.2221281660867755,0.479,2.597,58.82,121,43.75,-13,0.0,-30,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-21.580000000000005
2975,15576758,2835,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,2,1.0,10,36,28,6,796,1715.063864850827,-122.66317685800641,-1.23,-0.56,36.48,-0.13,5902.114661412588,39.65862298437281,70,44.29,55.71,-0.020782920003226218,0.544,9.93,47.22,33,50.0,-3,0.0,-23,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.18
2993,56516902,2836,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,2,1.0,15,34,26,6,796,1468.2770571958586,-1908.6894931959523,-19.09,-9.25,37.34,-0.36,6707.136138181731,46.13600902241905,66,40.91,59.09,-0.28457592836536455,0.535,-2.78,47.06,16,42.31,-12,0.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-73.04
3013,15874461,2837,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,2,1.0,20,30,24,5,796,1466.1667964660573,573.0387796078012,5.73,2.59,37.96,-0.04,5432.069899864364,38.77937903085788,59,42.37,57.63,0.10549179045396852,0.542,5.033,50.0,46,41.67,-14,0.0,-15,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-48.22
3032,22435608,2838,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,2,1.5,10,33,26,4,796,1691.9971098213755,2435.0614058879146,24.35,10.51,37.09,0.17,5280.776411271154,35.604351075287525,63,52.38,47.62,0.46111806602729516,0.588,2.202,54.55,41,53.85,-3,25.0,-8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-29.6
3051,41742463,2839,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,2,1.5,15,30,24,4,796,1291.922693924365,-2420.090938243643,-24.2,-11.93,38.82,-0.41,7202.060361339774,49.54041709683506,58,46.55,53.45,-0.33602758333358956,0.575,-2.523,53.33,17,45.83,-25,0.0,-13,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-78.15
3068,22814873,2840,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,2,1.5,20,27,22,4,796,1383.5749609854151,-172.87118033509068,-1.73,-0.8,39.3,-0.13,7450.263667765041,43.92646022378226,53,49.06,50.94,-0.023203364074623315,0.559,6.885,59.26,57,45.45,-25,0.0,-16,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.68
3085,33089354,2841,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,2,2.0,10,31,24,4,796,1912.9704973771857,3705.5290453488415,37.06,15.55,39.23,0.29,7322.457965610243,35.65873701011083,59,55.93,44.07,0.5060498896342969,0.582,2.307,58.06,71,58.33,1,25.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-16.89
3101,30920984,2842,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,2,2.0,15,28,21,4,796,1480.2913542264123,-1203.5893999874115,-12.04,-5.71,40.73,-0.24,8794.185288889814,50.81235877770538,53,47.17,52.83,-0.1368619559913041,0.57,92.119,57.14,43,42.86,-14,0.0,-28,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-65.99000000000001
3120,33468516,2843,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,2,2.0,20,26,20,4,796,1383.5484024542247,-834.0481732540557,-8.34,-3.91,41.19,-0.2,8837.745428458731,49.90715745337352,50,50.0,50.0,-0.09437341005187909,0.557,9.277,61.54,61,45.0,-20,0.0,-28,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-62.290000000000006
3136,84437516,2844,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,3,1.0,10,35,28,6,796,1560.1985114829556,-1410.524293606124,-14.11,-6.73,37.34,-0.29,6183.926382900645,42.657619389850574,69,42.03,57.97,-0.22809525959209442,0.537,-6.794,45.71,21,46.43,-6,0.0,-23,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-68.06
3155,13277471,2845,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,3,1.0,15,30,25,6,796,1219.8340909651465,-3180.793132281292,-31.81,-16.1,38.91,-0.52,6954.903577753674,51.311049752212654,61,34.43,65.57,-0.4573453961972308,0.508,-0.967,40.0,4,36.0,-17,0.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-85.76
3171,80652547,2846,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,3,1.0,20,27,22,5,796,1149.7123530236297,-2152.2410196378705,-21.52,-10.52,39.71,-0.37,6079.390349439327,44.45852346201333,54,33.33,66.67,-0.3540225081675108,0.523,-2.494,40.74,16,31.82,-17,0.0,-18,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-75.47
3187,38712024,2847,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,3,1.5,10,32,26,4,796,1517.8828691002618,605.3962144131801,6.05,2.73,38.01,-0.04,5440.18011279034,37.52714995206521,62,50.0,50.0,0.11128238438095837,0.582,4.598,53.12,25,50.0,-7,25.0,-8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-47.900000000000006
3205,26137172,2848,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,3,1.5,15,26,24,4,796,1268.9959978016627,-2456.740755399146,-24.57,-12.13,40.29,-0.4,7927.507769182175,52.059698261029695,54,38.89,61.11,-0.3099007691862017,0.552,-5.347,46.15,31,37.5,-33,0.0,-13,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-78.52000000000001
3222,38416800,2849,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,3,1.5,20,23,22,4,796,1169.5058448015122,-2167.1911467053933,-21.67,-10.6,41.32,-0.36,8294.629355032921,52.249412757488315,49,40.82,59.18,-0.26127643007826623,0.535,-13.955,52.17,43,36.36,-32,0.0,-18,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-75.62
3237,28808485,2850,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,3,2.0,10,30,24,4,796,1710.3131267543054,1670.7428820641035,16.71,7.34,40.01,0.08,6808.020314632917,37.69915258134125,58,53.45,46.55,0.2454080341789034,0.575,3.199,56.67,52,54.17,-2,25.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-37.24
3253,36030193,2851,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,3,2.0,15,24,20,4,796,1209.7097198173738,-2053.4619643270235,-20.53,-10.0,41.31,-0.34,7570.790111745303,49.607790336392874,48,39.58,60.42,-0.2712348293926797,0.54,-6.328,50.0,31,35.0,-15,0.0,-28,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-74.48
3270,28511426,2852,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,3,2.0,20,21,19,4,796,1244.2332045461603,-1481.9259672316257,-14.82,-7.09,42.87,-0.26,10382.311651141486,55.74115525194105,44,40.91,59.09,-0.14273564664847013,0.517,12.222,52.38,67,36.84,-26,0.0,-30,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-68.77000000000001
3285,23832478,2853,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,5,1.0,10,32,28,6,796,1570.0209711047326,-655.1833331140097,-6.55,-3.06,37.7,-0.19,7169.074413792774,44.96907362012218,66,39.39,60.61,-0.09139022631059386,0.52,66.287,40.62,30,46.43,-6,0.0,-23,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-60.5
3302,40848952,2854,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,5,1.0,15,29,23,6,796,1317.204102660301,-2003.6406267885022,-20.04,-9.74,39.15,-0.36,7019.792461395318,47.56436717421402,58,34.48,65.52,-0.28542733105107215,0.504,-3.512,37.93,21,39.13,-16,0.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-73.99000000000001
3318,23537766,2855,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,5,1.0,20,21,20,5,796,1590.1792605897735,4379.84571394774,43.8,18.12,41.26,0.34,9733.912340159088,41.15742050195521,46,34.78,65.22,0.4499573820772827,0.477,2.313,47.62,101,30.0,-12,0.0,-18,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-10.150000000000006
3333,20109097,2856,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,5,1.5,10,29,26,4,796,1665.9080355930391,2826.3436700627153,28.26,12.09,38.05,0.21,5961.585231843032,37.39492014026284,59,47.46,52.54,0.47409263814030006,0.567,2.24,48.28,50,50.0,-6,25.0,-8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-25.69
3350,17904238,2857,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,5,1.5,15,25,22,4,796,1258.9666111921533,-1691.6925084435225,-16.92,-8.15,40.03,-0.31,8108.790464625769,50.211074274800296,51,41.18,58.82,-0.20862451876435262,0.546,-22.014,48.0,39,40.91,-30,0.0,-13,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-70.87
3367,19730724,2858,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,5,1.5,20,17,19,4,796,1500.8886576767286,4331.521504681306,43.32,17.94,42.16,0.33,12343.63789579766,47.08903534666676,40,42.5,57.5,0.3509112581920404,0.499,2.374,58.82,135,36.84,-24,0.0,-18,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-10.630000000000003
3383,40154719,2859,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,5,2.0,10,27,24,4,796,1886.7124382025706,4114.791759204005,41.15,17.12,40.04,0.32,8094.935335659136,37.300695214046456,55,50.91,49.09,0.5083168164516233,0.557,2.216,51.85,83,54.17,-1,25.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-12.800000000000004
3399,17884067,2860,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,5,2.0,15,23,18,4,796,1394.0195665703855,601.4172493322712,6.01,2.71,42.21,-0.03,9215.954927820094,47.32003934455309,45,42.22,57.78,0.06525826721621436,0.536,4.648,52.17,62,38.89,-9,0.0,-28,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-47.940000000000005
3415,36343856,2861,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,3,5,2.0,20,17,16,4,796,1366.6562378278184,3236.5983390385845,32.37,13.72,43.69,0.22,14570.859680056023,53.215263328513515,37,45.95,54.05,0.2221281660867755,0.479,2.597,58.82,121,43.75,-13,0.0,-30,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-21.580000000000005
3432,26155997,2862,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,2,1.0,10,36,28,6,796,1715.063864850827,-122.66317685800641,-1.23,-0.56,36.48,-0.13,5902.114661412588,39.65862298437281,70,44.29,55.71,-0.020782920003226218,0.544,9.93,47.22,33,50.0,-3,0.0,-23,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.18
3447,38682682,2863,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,2,1.0,15,34,26,6,796,1468.2770571958586,-1908.6894931959523,-19.09,-9.25,37.34,-0.36,6707.136138181731,46.13600902241905,66,40.91,59.09,-0.28457592836536455,0.535,-2.78,47.06,16,42.31,-12,0.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-73.04
3464,25774235,2864,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,2,1.0,20,30,24,5,796,1466.1667964660573,573.0387796078012,5.73,2.59,37.96,-0.04,5432.069899864364,38.77937903085788,59,42.37,57.63,0.10549179045396852,0.542,5.033,50.0,46,41.67,-14,0.0,-15,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-48.22
3480,17187262,2865,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,2,1.5,10,33,26,4,796,1691.9971098213755,2435.0614058879146,24.35,10.51,37.09,0.17,5280.776411271154,35.604351075287525,63,52.38,47.62,0.46111806602729516,0.588,2.202,54.55,41,53.85,-3,25.0,-8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-29.6
3496,45340108,2866,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,2,1.5,15,30,24,4,796,1291.922693924365,-2420.090938243643,-24.2,-11.93,38.82,-0.41,7202.060361339774,49.54041709683506,58,46.55,53.45,-0.33602758333358956,0.575,-2.523,53.33,17,45.83,-25,0.0,-13,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-78.15
3511,16813302,2867,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,2,1.5,20,27,22,4,796,1383.5749609854151,-172.87118033509068,-1.73,-0.8,39.3,-0.13,7450.263667765041,43.92646022378226,53,49.06,50.94,-0.023203364074623315,0.559,6.885,59.26,57,45.45,-25,0.0,-16,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.68
3528,33850516,2868,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,2,2.0,10,31,24,4,796,1912.9704973771857,3705.5290453488415,37.06,15.55,39.23,0.29,7322.457965610243,35.65873701011083,59,55.93,44.07,0.5060498896342969,0.582,2.307,58.06,71,58.33,1,25.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-16.89
3543,21382719,2869,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,2,2.0,15,28,21,4,796,1480.2913542264123,-1203.5893999874115,-12.04,-5.71,40.73,-0.24,8794.185288889814,50.81235877770538,53,47.17,52.83,-0.1368619559913041,0.57,92.119,57.14,43,42.86,-14,0.0,-28,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-65.99000000000001
3559,4340429,2870,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,2,2.0,20,26,20,4,796,1383.5484024542247,-834.0481732540557,-8.34,-3.91,41.19,-0.2,8837.745428458731,49.90715745337352,50,50.0,50.0,-0.09437341005187909,0.557,9.277,61.54,61,45.0,-20,0.0,-28,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-62.290000000000006
3573,41174286,2871,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,3,1.0,10,35,28,6,796,1560.1985114829556,-1410.524293606124,-14.11,-6.73,37.34,-0.29,6183.926382900645,42.657619389850574,69,42.03,57.97,-0.22809525959209442,0.537,-6.794,45.71,21,46.43,-6,0.0,-23,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-68.06
3590,22836053,2872,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,3,1.0,15,30,25,6,796,1219.8340909651465,-3180.793132281292,-31.81,-16.1,38.91,-0.52,6954.903577753674,51.311049752212654,61,34.43,65.57,-0.4573453961972308,0.508,-0.967,40.0,4,36.0,-17,0.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-85.76
3608,41468742,2873,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,3,1.0,20,27,22,5,796,1149.7123530236297,-2152.2410196378705,-21.52,-10.52,39.71,-0.37,6079.390349439327,44.45852346201333,54,33.33,66.67,-0.3540225081675108,0.523,-2.494,40.74,16,31.82,-17,0.0,-18,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-75.47
3622,91649888,2874,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,3,1.5,10,32,26,4,796,1517.8828691002618,605.3962144131801,6.05,2.73,38.01,-0.04,5440.18011279034,37.52714995206521,62,50.0,50.0,0.11128238438095837,0.582,4.598,53.12,25,50.0,-7,25.0,-8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-47.900000000000006
3639,20133650,2875,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,3,1.5,15,26,24,4,796,1268.9959978016627,-2456.740755399146,-24.57,-12.13,40.29,-0.4,7927.507769182175,52.059698261029695,54,38.89,61.11,-0.3099007691862017,0.552,-5.347,46.15,31,37.5,-33,0.0,-13,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-78.52000000000001
3656,12063775,2876,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,3,1.5,20,23,22,4,796,1169.5058448015122,-2167.1911467053933,-21.67,-10.6,41.32,-0.36,8294.629355032921,52.249412757488315,49,40.82,59.18,-0.26127643007826623,0.535,-13.955,52.17,43,36.36,-32,0.0,-18,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-75.62
3670,18208931,2877,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,3,2.0,10,30,24,4,796,1710.3131267543054,1670.7428820641035,16.71,7.34,40.01,0.08,6808.020314632917,37.69915258134125,58,53.45,46.55,0.2454080341789034,0.575,3.199,56.67,52,54.17,-2,25.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-37.24
3685,30195188,2878,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,3,2.0,15,24,20,4,796,1209.7097198173738,-2053.4619643270235,-20.53,-10.0,41.31,-0.34,7570.790111745303,49.607790336392874,48,39.58,60.42,-0.2712348293926797,0.54,-6.328,50.0,31,35.0,-15,0.0,-28,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-74.48
3699,18590027,2879,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,3,2.0,20,21,19,4,796,1244.2332045461603,-1481.9259672316257,-14.82,-7.09,42.87,-0.26,10382.311651141486,55.74115525194105,44,40.91,59.09,-0.14273564664847013,0.517,12.222,52.38,67,36.84,-26,0.0,-30,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-68.77000000000001
3716,12281211,2880,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,5,1.0,10,32,28,6,796,1570.0209711047326,-655.1833331140097,-6.55,-3.06,37.7,-0.19,7169.074413792774,44.96907362012218,66,39.39,60.61,-0.09139022631059386,0.52,66.287,40.62,30,46.43,-6,0.0,-23,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-60.5
3733,87689224,2881,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,5,1.0,15,29,23,6,796,1317.204102660301,-2003.6406267885022,-20.04,-9.74,39.15,-0.36,7019.792461395318,47.56436717421402,58,34.48,65.52,-0.28542733105107215,0.504,-3.512,37.93,21,39.13,-16,0.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-73.99000000000001
3749,12659656,2882,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,5,1.0,20,21,20,5,796,1590.1792605897735,4379.84571394774,43.8,18.12,41.26,0.34,9733.912340159088,41.15742050195521,46,34.78,65.22,0.4499573820772827,0.477,2.313,47.62,101,30.0,-12,0.0,-18,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-10.150000000000006
3768,24845782,2883,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,5,1.5,10,29,26,4,796,1665.9080355930391,2826.3436700627153,28.26,12.09,38.05,0.21,5961.585231843032,37.39492014026284,59,47.46,52.54,0.47409263814030006,0.567,2.24,48.28,50,50.0,-6,25.0,-8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-25.69
60,39154042,2884,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,5,1.5,15,25,22,4,796,1258.9666111921533,-1691.6925084435225,-16.92,-8.15,40.03,-0.31,8108.790464625769,50.211074274800296,51,41.18,58.82,-0.20862451876435262,0.546,-22.014,48.0,39,40.91,-30,0.0,-13,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-70.87
80,25218973,2885,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,5,1.5,20,17,19,4,796,1500.8886576767286,4331.521504681306,43.32,17.94,42.16,0.33,12343.63789579766,47.08903534666676,40,42.5,57.5,0.3509112581920404,0.499,2.374,58.82,135,36.84,-24,0.0,-18,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-10.630000000000003
97,35034076,2886,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,5,2.0,10,27,24,4,796,1886.7124382025706,4114.791759204005,41.15,17.12,40.04,0.32,8094.935335659136,37.300695214046456,55,50.91,49.09,0.5083168164516233,0.557,2.216,51.85,83,54.17,-1,25.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-12.800000000000004
116,29133512,2887,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,5,2.0,15,23,18,4,796,1394.0195665703855,601.4172493322712,6.01,2.71,42.21,-0.03,9215.954927820094,47.32003934455309,45,42.22,57.78,0.06525826721621436,0.536,4.648,52.17,62,38.89,-9,0.0,-28,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-47.940000000000005
134,35331431,2888,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,7,5,2.0,20,17,16,4,796,1366.6562378278184,3236.5983390385845,32.37,13.72,43.69,0.22,14570.859680056023,53.215263328513515,37,45.95,54.05,0.2221281660867755,0.479,2.597,58.82,121,43.75,-13,0.0,-30,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-21.580000000000005
154,37233205,2889,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,14,2,1.0,10,36,28,6,796,1715.063864850827,-122.66317685800641,-1.23,-0.56,36.48,-0.13,5902.114661412588,39.65862298437281,70,44.29,55.71,-0.020782920003226218,0.544,9.93,47.22,33,50.0,-3,0.0,-23,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.18
171,26944902,2890,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,14,2,1.0,15,34,26,6,796,1468.2770571958586,-1908.6894931959523,-19.09,-9.25,37.34,-0.36,6707.136138181731,46.13600902241905,66,40.91,59.09,-0.28457592836536455,0.535,-2.78,47.06,16,42.31,-12,0.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-73.04
191,37525838,2891,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,14,2,1.0,20,30,24,5,796,1466.1667964660573,573.0387796078012,5.73,2.59,37.96,-0.04,5432.069899864364,38.77937903085788,59,42.37,57.63,0.10549179045396852,0.542,5.033,50.0,46,41.67,-14,0.0,-15,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-48.22
210,10778586,2892,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,14,2,1.5,10,33,26,4,796,1691.9971098213755,2435.0614058879146,24.35,10.51,37.09,0.17,5280.776411271154,35.604351075287525,63,52.38,47.62,0.46111806602729516,0.588,2.202,54.55,41,53.85,-3,25.0,-8,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-29.6
227,10282037,2893,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,14,2,1.5,15,30,24,4,796,1291.922693924365,-2420.090938243643,-24.2,-11.93,38.82,-0.41,7202.060361339774,49.54041709683506,58,46.55,53.45,-0.33602758333358956,0.575,-2.523,53.33,17,45.83,-25,0.0,-13,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-78.15
250,11151890,2894,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,14,2,1.5,20,27,22,4,796,1383.5749609854151,-172.87118033509068,-1.73,-0.8,39.3,-0.13,7450.263667765041,43.92646022378226,53,49.06,50.94,-0.023203364074623315,0.559,6.885,59.26,57,45.45,-25,0.0,-16,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-55.68
265,11418487,2895,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,14,2,2.0,10,31,24,4,796,1912.9704973771857,3705.5290453488415,37.06,15.55,39.23,0.29,7322.457965610243,35.65873701011083,59,55.93,44.07,0.5060498896342969,0.582,2.307,58.06,71,58.33,1,25.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-16.89
283,96421852,2896,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,14,2,2.0,15,28,21,4,796,1480.2913542264123,-1203.5893999874115,-12.04,-5.71,40.73,-0.24,8794.185288889814,50.81235877770538,53,47.17,52.83,-0.1368619559913041,0.57,92.119,57.14,43,42.86,-14,0.0,-28,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-65.99000000000001
305,11792231,2897,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,14,2,2.0,20,26,20,4,796,1383.5484024542247,-834.0481732540557,-8.34,-3.91,41.19,-0.2,8837.745428458731,49.90715745337352,50,50.0,50.0,-0.09437341005187909,0.557,9.277,61.54,61,45.0,-20,0.0,-28,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-62.290000000000006
325,30094969,2898,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,14,3,1.0,10,35,28,6,796,1560.1985114829556,-1410.524293606124,-14.11,-6.73,37.34,-0.29,6183.926382900645,42.657619389850574,69,42.03,57.97,-0.22809525959209442,0.537,-6.794,45.71,21,46.43,-6,0.0,-23,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-68.06
343,34575943,2899,GN01_market_price_usd_ohlc_24h_BTC,positive,2,10,whatever,2.5,14,3,1.0,15,30,25,6,796,1219.8340909651465,-3180.793132281292,-31.81,-16.1,38.91,-0.52,6954.903577753674,51.311049752212654,61,34.43,65.57,-0.4573453961972308,0.508,-0.967,40.0,4,36.0,-17,0.0,-21,4.17,53.95,21.88,49.46,0.36,14014.0,49.614104651986125,-85.76
