reference_index,net_profit,num_of_trade,code,std_ratio_thres,sma_len,sma_dir,candle_dir,candle_len,cycle,sl,tp
2318,-5429.05,240,GN01_market_price_usd_ohlc_4h_BTC,1.0,15,whatever,negative,1,20,1,7
2558,-5429.05,240,GN01_market_price_usd_ohlc_4h_BTC,2.0,20,whatever,negative,1,20,1,7
2102,-5429.05,240,GN01_market_price_usd_ohlc_4h_BTC,1.0,10,whatever,negative,1,20,1,7
2126,-5429.05,240,GN01_market_price_usd_ohlc_4h_BTC,2.0,10,whatever,negative,1,20,1,7
2582,-5429.05,240,GN01_market_price_usd_ohlc_4h_BTC,2.5,20,whatever,negative,1,20,1,7
15251,-5432.88,34,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,below,negative,4,20,2,5
14603,-5436.56,55,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,below,negative,2,20,2,5
11853,-5437.42,565,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,whatever,positive,1,10,2,10
12093,-5437.42,565,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,whatever,positive,1,10,2,10
11829,-5437.42,565,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,whatever,positive,1,10,2,10
12285,-5437.42,565,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,whatever,positive,1,10,2,10
11877,-5437.42,565,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,whatever,positive,1,10,2,10
12045,-5437.42,565,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,whatever,positive,1,10,2,10
12261,-5437.42,565,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,whatever,positive,1,10,2,10
12069,-5437.42,565,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,whatever,positive,1,10,2,10
12309,-5437.42,565,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,whatever,positive,1,10,2,10
6689,-5438.89,170,GN02_market_price_usd_ohlc_4h_ETH,2.5,10,whatever,negative,2,20,2,7
7121,-5438.89,170,GN02_market_price_usd_ohlc_4h_ETH,2.5,20,whatever,negative,2,20,2,7
7097,-5438.89,170,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,whatever,negative,2,20,2,7
7073,-5438.89,170,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,whatever,negative,2,20,2,7
6905,-5438.89,170,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,whatever,negative,2,20,2,7
6881,-5438.89,170,GN02_market_price_usd_ohlc_4h_ETH,2.0,15,whatever,negative,2,20,2,7
6857,-5438.89,170,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,whatever,negative,2,20,2,7
6665,-5438.89,170,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,whatever,negative,2,20,2,7
6641,-5438.89,170,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,whatever,negative,2,20,2,7
15232,-5439.05,68,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,below,negative,4,15,2,7
8427,-5443.14,207,GN03_market_price_usd_ohlc_4h_SOL,1.0,10,above,positive,2,10,2,3
19333,-5447.14,55,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,negative,4,15,1,7
13686,-5448.63,399,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,below,negative,1,10,1,5
14165,-5450.38,64,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,below,negative,1,20,2,3
13692,-5451.2,391,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,below,negative,1,10,1,7
15419,-5455.12,93,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,below,negative,4,20,2,5
19132,-5456.24,26,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,below,negative,4,15,2,3
7780,-5458.72,298,GN03_market_price_usd_ohlc_4h_SOL,1.0,10,above,positive,1,15,2,3
13689,-5466.43,363,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,below,negative,1,10,2,5
19177,-5467.02,115,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,negative,4,15,1,3
19393,-5467.02,115,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,negative,4,15,1,3
18937,-5467.02,115,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,negative,4,15,1,3
18985,-5467.02,115,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,negative,4,15,1,3
19153,-5467.02,115,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,negative,4,15,1,3
19417,-5467.02,115,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,negative,4,15,1,3
19369,-5467.02,115,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,negative,4,15,1,3
18961,-5467.02,115,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,negative,4,15,1,3
19201,-5467.02,115,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,negative,4,15,1,3
10467,-5467.97,105,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,negative,2,10,2,3
5935,-5470.09,114,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,below,negative,1,15,1,5
5946,-5470.22,121,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,below,negative,1,10,1,10
19093,-5472.35,81,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,below,negative,4,15,1,7
6161,-5474.11,114,GN02_market_price_usd_ohlc_4h_ETH,2.0,15,below,negative,1,20,2,7
14981,-5474.18,116,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,below,negative,4,20,2,3
14155,-5478.15,149,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,negative,1,15,1,10
12115,-5478.28,252,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,above,positive,1,15,1,10
14413,-5480.26,410,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,whatever,negative,2,15,1,7
14653,-5480.26,410,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,whatever,negative,2,15,1,7
14629,-5480.26,410,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,whatever,negative,2,15,1,7
14893,-5480.26,410,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,whatever,negative,2,15,1,7
14869,-5480.26,410,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,whatever,negative,2,15,1,7
14461,-5480.26,410,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,whatever,negative,2,15,1,7
14437,-5480.26,410,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,whatever,negative,2,15,1,7
14845,-5480.26,410,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,whatever,negative,2,15,1,7
14677,-5480.26,410,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,whatever,negative,2,15,1,7
19124,-5480.26,59,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,below,negative,4,20,1,10
8429,-5480.56,202,GN03_market_price_usd_ohlc_4h_SOL,1.0,10,above,positive,2,20,2,3
19149,-5489.48,27,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,below,negative,4,10,2,10
18029,-5492.25,122,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,negative,1,20,2,3
6357,-5494.95,208,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,below,negative,1,10,2,10
6777,-5496.93,144,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,below,negative,2,10,2,5
15256,-5500.87,34,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,below,negative,4,15,2,7
8425,-5505.19,224,GN03_market_price_usd_ohlc_4h_SOL,1.0,10,above,positive,2,15,1,3
19088,-5507.46,83,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,below,negative,4,20,1,5
10067,-5507.93,42,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,below,negative,1,20,2,5
13701,-5511.99,351,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,below,negative,1,10,2,10
19326,-5519.03,56,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,negative,4,10,1,5
19105,-5520.31,60,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,below,negative,4,15,1,3
10060,-5522.53,43,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,below,negative,1,15,2,3
10543,-5524.08,312,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,whatever,negative,2,15,1,5
10519,-5524.08,312,GN03_market_price_usd_ohlc_4h_SOL,1.0,10,whatever,negative,2,15,1,5
10951,-5524.08,312,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,whatever,negative,2,15,1,5
10783,-5524.08,312,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,whatever,negative,2,15,1,5
10759,-5524.08,312,GN03_market_price_usd_ohlc_4h_SOL,2.0,15,whatever,negative,2,15,1,5
10735,-5524.08,312,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,whatever,negative,2,15,1,5
10999,-5524.08,312,GN03_market_price_usd_ohlc_4h_SOL,2.5,20,whatever,negative,2,15,1,5
10975,-5524.08,312,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,whatever,negative,2,15,1,5
10567,-5524.08,312,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,whatever,negative,2,15,1,5
5927,-5527.72,201,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,below,negative,1,20,2,10
6023,-5530.05,266,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,whatever,negative,1,20,2,10
5999,-5530.05,266,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,whatever,negative,1,20,2,10
6263,-5530.05,266,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,whatever,negative,1,20,2,10
6479,-5530.05,266,GN02_market_price_usd_ohlc_4h_ETH,2.5,20,whatever,negative,1,20,2,10
6431,-5530.05,266,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,whatever,negative,1,20,2,10
6215,-5530.05,266,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,whatever,negative,1,20,2,10
6047,-5530.05,266,GN02_market_price_usd_ohlc_4h_ETH,2.5,10,whatever,negative,1,20,2,10
6455,-5530.05,266,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,whatever,negative,1,20,2,10
6239,-5530.05,266,GN02_market_price_usd_ohlc_4h_ETH,2.0,15,whatever,negative,1,20,2,10
17944,-5532.5,92,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,above,negative,1,15,2,7
10479,-5535.05,102,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,negative,2,10,2,7
7993,-5535.87,296,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,above,positive,1,15,1,3
10042,-5537.47,127,GN03_market_price_usd_ohlc_4h_SOL,2.0,15,below,negative,1,15,2,5
14568,-5537.74,139,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,below,negative,2,10,1,3
10023,-5540.18,282,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,below,negative,1,10,2,7
19320,-5541.82,56,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,negative,4,10,1,3
8150,-5549.35,486,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,whatever,positive,1,20,1,7
8174,-5549.35,486,GN03_market_price_usd_ohlc_4h_SOL,2.0,15,whatever,positive,1,20,1,7
7934,-5549.35,486,GN03_market_price_usd_ohlc_4h_SOL,1.0,10,whatever,positive,1,20,1,7
8198,-5549.35,486,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,whatever,positive,1,20,1,7
7982,-5549.35,486,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,whatever,positive,1,20,1,7
7958,-5549.35,486,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,whatever,positive,1,20,1,7
8366,-5549.35,486,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,whatever,positive,1,20,1,7
8390,-5549.35,486,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,whatever,positive,1,20,1,7
8414,-5549.35,486,GN03_market_price_usd_ohlc_4h_SOL,2.5,20,whatever,positive,1,20,1,7
6338,-5554.42,228,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,below,negative,1,20,1,3
14786,-5554.98,128,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,negative,2,20,1,3
14785,-5554.98,128,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,negative,2,15,1,3
18672,-5562.03,107,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,negative,2,10,1,3
19146,-5572.18,29,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,below,negative,4,10,1,10
19112,-5573.11,60,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,below,negative,4,20,1,5
15526,-5573.69,134,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,whatever,negative,4,15,2,10
15502,-5573.69,134,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,whatever,negative,4,15,2,10
15286,-5573.69,134,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,whatever,negative,4,15,2,10
15118,-5573.69,134,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,whatever,negative,4,15,2,10
15550,-5573.69,134,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,whatever,negative,4,15,2,10
15070,-5573.69,134,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,whatever,negative,4,15,2,10
15334,-5573.69,134,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,whatever,negative,4,15,2,10
15094,-5573.69,134,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,whatever,negative,4,15,2,10
15310,-5573.69,134,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,whatever,negative,4,15,2,10
14164,-5586.35,64,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,below,negative,1,15,2,3
6772,-5590.25,144,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,below,negative,2,15,2,3
6778,-5591.35,136,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,below,negative,2,15,2,5
6183,-5591.9,55,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,below,negative,1,10,2,7
8582,-5598.14,300,GN03_market_price_usd_ohlc_4h_SOL,1.0,10,whatever,positive,2,20,1,7
9062,-5598.14,300,GN03_market_price_usd_ohlc_4h_SOL,2.5,20,whatever,positive,2,20,1,7
8822,-5598.14,300,GN03_market_price_usd_ohlc_4h_SOL,2.0,15,whatever,positive,2,20,1,7
8630,-5598.14,300,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,whatever,positive,2,20,1,7
9038,-5598.14,300,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,whatever,positive,2,20,1,7
9014,-5598.14,300,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,whatever,positive,2,20,1,7
8798,-5598.14,300,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,whatever,positive,2,20,1,7
8846,-5598.14,300,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,whatever,positive,2,20,1,7
8606,-5598.14,300,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,whatever,positive,2,20,1,7
19147,-5598.46,28,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,below,negative,4,15,1,10
6031,-5601.88,386,GN02_market_price_usd_ohlc_4h_ETH,2.5,10,whatever,negative,1,15,1,5
6007,-5601.88,386,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,whatever,negative,1,15,1,5
5983,-5601.88,386,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,whatever,negative,1,15,1,5
6415,-5601.88,386,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,whatever,negative,1,15,1,5
6199,-5601.88,386,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,whatever,negative,1,15,1,5
6223,-5601.88,386,GN02_market_price_usd_ohlc_4h_ETH,2.0,15,whatever,negative,1,15,1,5
6247,-5601.88,386,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,whatever,negative,1,15,1,5
6463,-5601.88,386,GN02_market_price_usd_ohlc_4h_ETH,2.5,20,whatever,negative,1,15,1,5
6439,-5601.88,386,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,whatever,negative,1,15,1,5
14980,-5609.44,116,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,below,negative,4,15,2,3
18014,-5609.77,256,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,below,negative,1,20,1,7
6783,-5612.23,142,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,below,negative,2,10,2,7
6344,-5613.63,211,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,below,negative,1,20,1,5
10014,-5617.56,316,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,below,negative,1,10,1,5
15262,-5617.87,34,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,below,negative,4,15,2,10
18023,-5620.11,219,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,below,negative,1,20,2,10
18648,-5625.27,184,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,below,negative,2,10,1,3
7087,-5625.39,202,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,whatever,negative,2,15,1,5
6847,-5625.39,202,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,whatever,negative,2,15,1,5
7111,-5625.39,202,GN02_market_price_usd_ohlc_4h_ETH,2.5,20,whatever,negative,2,15,1,5
6631,-5625.39,202,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,whatever,negative,2,15,1,5
7063,-5625.39,202,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,whatever,negative,2,15,1,5
6895,-5625.39,202,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,whatever,negative,2,15,1,5
6871,-5625.39,202,GN02_market_price_usd_ohlc_4h_ETH,2.0,15,whatever,negative,2,15,1,5
6655,-5625.39,202,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,whatever,negative,2,15,1,5
6679,-5625.39,202,GN02_market_price_usd_ohlc_4h_ETH,2.5,10,whatever,negative,2,15,1,5
19321,-5625.68,55,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,negative,4,15,1,3
14419,-5626.83,384,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,whatever,negative,2,15,1,10
14635,-5626.83,384,GN04_market_price_usd_ohlc_4h_SUI,1.0,15,whatever,negative,2,15,1,10
14683,-5626.83,384,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,whatever,negative,2,15,1,10
14851,-5626.83,384,GN04_market_price_usd_ohlc_4h_SUI,1.0,20,whatever,negative,2,15,1,10
14875,-5626.83,384,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,whatever,negative,2,15,1,10
14467,-5626.83,384,GN04_market_price_usd_ohlc_4h_SUI,2.5,10,whatever,negative,2,15,1,10
14443,-5626.83,384,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,whatever,negative,2,15,1,10
14659,-5626.83,384,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,whatever,negative,2,15,1,10
14899,-5626.83,384,GN04_market_price_usd_ohlc_4h_SUI,2.5,20,whatever,negative,2,15,1,10
9833,-5627.16,116,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,negative,1,20,2,7
19133,-5628.29,26,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,below,negative,4,20,2,3
6563,-5630.47,140,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,below,negative,2,20,2,5
15010,-5631.61,62,GN04_market_price_usd_ohlc_4h_SUI,2.0,10,below,negative,4,15,2,5
6177,-5632.53,55,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,below,negative,1,10,2,5
10982,-5635.56,290,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,whatever,negative,2,20,1,7
10958,-5635.56,290,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,whatever,negative,2,20,1,7
10766,-5635.56,290,GN03_market_price_usd_ohlc_4h_SOL,2.0,15,whatever,negative,2,20,1,7
11006,-5635.56,290,GN03_market_price_usd_ohlc_4h_SOL,2.5,20,whatever,negative,2,20,1,7
10742,-5635.56,290,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,whatever,negative,2,20,1,7
10574,-5635.56,290,GN03_market_price_usd_ohlc_4h_SOL,2.5,10,whatever,negative,2,20,1,7
10550,-5635.56,290,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,whatever,negative,2,20,1,7
10790,-5635.56,290,GN03_market_price_usd_ohlc_4h_SOL,2.5,15,whatever,negative,2,20,1,7
10526,-5635.56,290,GN03_market_price_usd_ohlc_4h_SOL,1.0,10,whatever,negative,2,20,1,7
10031,-5637.4,235,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,below,negative,1,20,2,10
10226,-5638.15,298,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,below,negative,1,20,1,3
19099,-5641.51,80,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,below,negative,4,15,1,10
19334,-5641.53,55,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,negative,4,20,1,7
19327,-5643.47,55,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,negative,4,15,1,5
19148,-5643.53,28,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,below,negative,4,20,1,10
6178,-5646.5,53,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,below,negative,1,15,2,5
9832,-5651.56,121,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,negative,1,15,2,7
18520,-5651.65,290,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,negative,2,15,2,7
18760,-5651.65,290,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,negative,2,15,2,7
18736,-5651.65,290,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,negative,2,15,2,7
18352,-5651.65,290,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,negative,2,15,2,7
18784,-5651.65,290,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,negative,2,15,2,7
18544,-5651.65,290,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,negative,2,15,2,7
18328,-5651.65,290,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,negative,2,15,2,7
18568,-5651.65,290,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,negative,2,15,2,7
18304,-5651.65,290,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,negative,2,15,2,7
19118,-5653.41,60,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,below,negative,4,20,1,7
13954,-5660.43,59,GN04_market_price_usd_ohlc_4h_SUI,2.5,15,below,negative,1,15,2,5
14569,-5662.36,139,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,below,negative,2,15,1,3
14570,-5662.36,139,GN04_market_price_usd_ohlc_4h_SUI,2.0,15,below,negative,2,20,1,3
6190,-5662.66,53,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,below,negative,1,15,2,10
4553,-5674.13,129,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,above,positive,2,20,2,7
18444,-5674.44,199,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,below,negative,2,10,1,7
14144,-5674.75,153,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,negative,1,20,1,5
10892,-5679.45,171,GN03_market_price_usd_ohlc_4h_SOL,1.0,20,below,negative,2,20,1,10
10049,-5680.96,122,GN03_market_price_usd_ohlc_4h_SOL,2.0,15,below,negative,1,20,2,7
7091,-5685.86,178,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,whatever,negative,2,20,2,5
7067,-5685.86,178,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,whatever,negative,2,20,2,5
6659,-5685.86,178,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,whatever,negative,2,20,2,5
6899,-5685.86,178,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,whatever,negative,2,20,2,5
7115,-5685.86,178,GN02_market_price_usd_ohlc_4h_ETH,2.5,20,whatever,negative,2,20,2,5
6875,-5685.86,178,GN02_market_price_usd_ohlc_4h_ETH,2.0,15,whatever,negative,2,20,2,5
6851,-5685.86,178,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,whatever,negative,2,20,2,5
6635,-5685.86,178,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,whatever,negative,2,20,2,5
6683,-5685.86,178,GN02_market_price_usd_ohlc_4h_ETH,2.5,10,whatever,negative,2,20,2,5
18432,-5688.54,214,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,below,negative,2,10,1,3
14798,-5694.4,124,GN04_market_price_usd_ohlc_4h_SUI,2.0,20,below,negative,2,20,1,7
6184,-5695.64,53,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,below,negative,1,15,2,7
18986,-5703.27,115,GN05_market_price_usd_ohlc_4h_DOGE,2.5,10,whatever,negative,4,20,1,3
18962,-5703.27,115,GN05_market_price_usd_ohlc_4h_DOGE,2.0,10,whatever,negative,4,20,1,3
19202,-5703.27,115,GN05_market_price_usd_ohlc_4h_DOGE,2.5,15,whatever,negative,4,20,1,3
18938,-5703.27,115,GN05_market_price_usd_ohlc_4h_DOGE,1.0,10,whatever,negative,4,20,1,3
19418,-5703.27,115,GN05_market_price_usd_ohlc_4h_DOGE,2.5,20,whatever,negative,4,20,1,3
19178,-5703.27,115,GN05_market_price_usd_ohlc_4h_DOGE,2.0,15,whatever,negative,4,20,1,3
19394,-5703.27,115,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,whatever,negative,4,20,1,3
19154,-5703.27,115,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,whatever,negative,4,20,1,3
19370,-5703.27,115,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,whatever,negative,4,20,1,3
9822,-5708.04,125,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,negative,1,10,1,5
4907,-5718.61,194,GN02_market_price_usd_ohlc_4h_ETH,1.0,15,whatever,positive,2,20,2,5
4691,-5718.61,194,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,whatever,positive,2,20,2,5
5147,-5718.61,194,GN02_market_price_usd_ohlc_4h_ETH,2.0,20,whatever,positive,2,20,2,5
4931,-5718.61,194,GN02_market_price_usd_ohlc_4h_ETH,2.0,15,whatever,positive,2,20,2,5
5123,-5718.61,194,GN02_market_price_usd_ohlc_4h_ETH,1.0,20,whatever,positive,2,20,2,5
4955,-5718.61,194,GN02_market_price_usd_ohlc_4h_ETH,2.5,15,whatever,positive,2,20,2,5
4739,-5718.61,194,GN02_market_price_usd_ohlc_4h_ETH,2.5,10,whatever,positive,2,20,2,5
5171,-5718.61,194,GN02_market_price_usd_ohlc_4h_ETH,2.5,20,whatever,positive,2,20,2,5
4715,-5718.61,194,GN02_market_price_usd_ohlc_4h_ETH,2.0,10,whatever,positive,2,20,2,5
5921,-5718.63,206,GN02_market_price_usd_ohlc_4h_ETH,1.0,10,below,negative,1,20,2,7
18673,-5721.22,107,GN05_market_price_usd_ohlc_4h_DOGE,2.0,20,below,negative,2,15,1,3
10027,-5722.09,290,GN03_market_price_usd_ohlc_4h_SOL,1.0,15,below,negative,1,15,1,10
10252,-5723.26,131,GN03_market_price_usd_ohlc_4h_SOL,2.0,20,below,negative,1,15,2,3
18446,-5725.06,191,GN05_market_price_usd_ohlc_4h_DOGE,1.0,15,below,negative,2,20,1,7
9838,-5725.9,121,GN03_market_price_usd_ohlc_4h_SOL,2.0,10,below,negative,1,15,2,10
14998,-5726.46,108,GN04_market_price_usd_ohlc_4h_SUI,1.0,10,below,negative,4,15,2,10
19316,-5728.28,76,GN05_market_price_usd_ohlc_4h_DOGE,1.0,20,below,negative,4,20,1,10
